NorthBridge,0.48131140839931885,0.48131140839931885
NorthBridge,0.4840719785280766,0.4840719785280766
NorthBridge,0.6119954313312215,0.6119954313312215
NorthBridge,1.0,1.0
SouthAtlantic,0.5,0.0823962718913176
SouthAtlantic,0.5,0.5
SouthAtlantic,0.5,0.5
AtlanticLink,1.9814941680423717,1.9814941680423717
AtlanticLink,2.0,2.0
AtlanticLink,1.6232433034893337,1.6232433034893337
AtlanticLink,1.6994671339693594,1.6994671339693594
PacifiCircle,0.5,0.5
PacifiCircle,0.12319939642884026,0.5
PacifiCircle,0.10156111569523962,0.10156111569523962
Comcast,0.8336743757124385,0.8291679157626911
Comcast,0.7914607667559362,0.7914607667559362
Comcast,0.7893725811823011,0.7893725811823011
Comcast,0.6285866892589977,0.5
Comcast,0.9263656261896387,0.8769137695083037
Comcast,0.9410902691683591,0.9076030530723822
Comcast,1.0,1.0
Comcast,0.9507708713586547,0.9507708713586547
Comcast,1.0,1.0
Comcast,0.9651274573421095,0.9352227801166895
Comcast,0.8144517815633611,0.7891986322861775
Sprint,0.6285866892589977,0.4926440979515323
Sprint,0.9263656261896387,0.5
Sprint,1.0,1.0
Sprint,0.940335717805698,0.940335717805698
Sprint,1.0,1.0
PacifiCircle,0.3851407976422456,0.3851407976422456
PacifiCircle,0.5,0.5
PacifiCircle,0.5,0.5
PacifiCircle,0.5,0.5
PacifiCircle,0.5,0.5
PacifiCircle,0.5,0.5
NorthBridge,-0.018688591600681148,-0.018688591600681148
NorthBridge,-0.015928021471923515,-0.015928021471923515
NorthBridge,0.11199543133122147,0.11199543133122147
NorthBridge,0.5,0.5
SouthAtlantic,0.5991217945461587,0.5823962718913176
SouthAtlantic,1.0,1.0
SouthAtlantic,1.0,1.0
AtlanticLink,1.0,1.0
AtlanticLink,0.9814941680423717,0.9814941680423717
AtlanticLink,1.0,0.6101948272105091
AtlanticLink,0.9184686865708205,0.6851054889805925
PacifiCircle,0.5,0.5
PacifiCircle,0.5,0.5
PacifiCircle,0.10156111569523962,0.10156111569523962
PacifiCircle,0.5,0.5
Comcast,0.8359736221887502,0.29146076675593624
Comcast,0.828079525580084,0.28937258118230114
Comcast,1.0,1.0
Comcast,1.0,1.0
Comcast,0.8870278040626645,0.2891986322861775
Comcast,0.9347227342089549,0.4507708713586547
Comcast,0.9184686865708205,0.5
Comcast,0.9686278268659134,0.4076030530723822
Comcast,1.0,1.0
Comcast,0.9651274573421095,0.43522278011668947
Comcast,0.8959021706638363,0.3291679157626911
Sprint,1.4926440979515323,1.4926440979515323
Sprint,1.5637743139431812,1.5637743139431812
Sprint,1.610194827210509,1.610194827210509
Sprint,1.940335717805698,1.940335717805698
Sprint,2.0,2.0
PacifiCircle,0.3851407976422456,0.3851407976422456
PacifiCircle,0.5,0.5
PacifiCircle,0.5,0.5
PacifiCircle,0.5,0.5
PacifiCircle,0.5,0.5
NorthBridge,0.26825515568355374,-0.018688591600681148
NorthBridge,0.1369669530508808,-0.015928021471923515
NorthBridge,0.5,0.11199543133122147
NorthBridge,0.5,0.5
SouthAtlantic,1.5823962718913176,1.5823962718913176
SouthAtlantic,2.0,2.0
SouthAtlantic,1.488571437860497,1.488571437860497
AtlanticLink,0.5,0.5
AtlanticLink,0.48149416804237166,0.48149416804237166
AtlanticLink,0.5,0.5
AtlanticLink,0.5,0.18510548898059254
PacifiCircle,0.6231993964288403,0.5
PacifiCircle,1.0,1.0
PacifiCircle,0.4043174470900742,0.10156111569523962
PacifiCircle,0.6231993964288403,0.5
Comcast,0.47032773720676224,0.3291679157626911
Comcast,0.41098134813212295,0.29146076675593624
Comcast,0.403841673920996,0.28937258118230114
Comcast,1.0,1.0
Comcast,0.5744210693735892,0.5
Comcast,0.474258327166714,0.2891986322861775
Comcast,0.5730269596406914,0.4076030530723822
Comcast,0.5682189146347831,0.4507708713586547
Comcast,0.5852994533602827,0.5
Comcast,0.6285866892589977,0.5
Comcast,0.5942930566273688,0.43522278011668947
Sprint,1.0,0.48857143786049706
Sprint,0.5744210693735892,0.5060168665834277
Sprint,0.6285866892589977,0.5557894421231553
Sprint,1.0,1.0
Sprint,0.940335717805698,0.940335717805698
PacifiCircle,0.3851407976422456,0.3851407976422456
PacifiCircle,0.5,0.5
