Comcast,AtlanticLink,Sprint,PacifiCircle,SouthAtlantic,NorthBridge
0.0,0.0,0.0,0.0,0.0,0.5186885916006811
0.0,0.0,0.0,0.0,0.0,0.5159280214719234
0.0,0.0,0.0,0.0,0.0,0.38800456866877847
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.018505831957628303,-0.44033571780569797,0.0,0.9176037281086824,0.0
0.0,0.018505831957628303,-0.44033571780569797,0.0,0.5,0.0
0.0,0.018505831957628303,0.0073559020484677,0.0,0.5,0.0
0.0,0.018505831957628303,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3767566965106663,0.0,0.0,0.0,0.0
0.0,0.30053286603064056,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.0,-0.11199543133122153
0.0,0.018505831957628303,-0.44033571780569797,0.5,0.4176037281086824,0.0
0.0,0.0,0.0,0.8984388843047604,0.0,0.018688591600681148
0.17083208423730886,0.30053286603064056,0.0,0.0,0.0,0.0
0.20853923324406376,0.30053286603064056,0.0,0.0,0.0,0.0
0.2106274188176988,0.30053286603064056,0.0,0.0,0.0,0.0
0.5,0.018505831957628303,0.0073559020484677,0.0,0.0,0.0
0.12308623049169629,0.30053286603064056,0.0,0.0,0.0,0.0
0.09239694692761781,0.30053286603064056,0.0,0.0,0.0,0.0
0.0,0.30053286603064056,0.0,0.0,0.0,0.0
0.04922912864134538,0.30053286603064056,0.0,0.0,0.0,0.0
0.0,0.3767566965106663,0.0,0.0,0.0,0.0
0.06477721988331057,0.30053286603064056,0.0,0.0,0.0,0.0
0.21080136771382252,0.30053286603064056,0.0,0.0,0.0,0.0
0.0,0.018505831957628303,0.5073559020484677,0.0,0.0,0.0
-0.3769137695083037,0.30053286603064056,0.5,0.0,0.0,0.0
0.0,0.3767566965106663,0.0,0.0,0.0,0.0
0.0,0.018505831957628303,0.05966428219430201,0.0,0.0,0.0
0.0,0.018505831957628303,0.0,0.0,0.0,0.0
-0.2893725811823012,0.30053286603064056,0.0,0.6148592023577544,0.0,0.0
-0.2893725811823012,0.30053286603064056,0.0,0.5,0.0,0.0
-0.29146076675593624,0.30053286603064056,0.0,0.5,0.0,0.0
-0.2891986322861775,0.30053286603064056,0.0,0.5,0.0,0.0
0.0,0.0,0.0,0.5,0.0,0.015928021471923404
0.0,0.0,0.0,0.5,0.0,0.018688591600681148
0.0,-0.4814941680423717,0.0,0.0,0.0,1.0186885916006811
0.0,-0.4814941680423717,0.0,0.0,0.0,1.0159280214719235
0.0,-0.4814941680423717,0.0,0.0,0.0,0.8880045686687785
0.0,-0.4814941680423717,0.0,0.0,0.0,0.5
0.0,0.0,0.05966428219430201,0.0,0.4176037281086824,0.0
0.0,0.0,0.05966428219430201,0.0,0.0,0.0
0.0,0.0,0.5073559020484677,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.018505831957628303,0.0,0.0,0.0,0.0
0.0,0.38980517278949095,0.0,0.0,0.0,0.0
0.0,0.31489451101940746,0.0,0.0,0.0,0.0
0.0,-0.4814941680423717,0.0,0.5,0.0,0.38800456866877847
0.0,0.0,0.05966428219430201,0.5,-0.0823962718913176,0.0
0.0,-0.4814941680423717,0.0,0.8984388843047604,0.0,0.5186885916006811
0.0,-0.4814941680423717,0.0,0.5,0.0,0.5186885916006811
0.7085392332440638,-0.18510548898059254,0.0,0.0,0.0,0.0
0.7106274188176989,-0.18510548898059254,0.0,0.0,0.0,0.0
0.0,0.0,0.5073559020484677,0.0,0.0,0.0
0.0,0.0,0.4362256860568188,0.0,0.0,0.0
0.7108013677138225,-0.18510548898059254,0.0,0.0,0.0,0.0
0.5492291286413453,-0.18510548898059254,0.0,0.0,0.0,0.0
0.5,-0.18510548898059254,0.0,0.0,0.0,0.0
0.5923969469276178,-0.18510548898059254,0.0,0.0,0.0,0.0
0.0,0.0,0.38980517278949095,0.0,0.0,0.0
0.5647772198833105,-0.18510548898059254,0.0,0.0,0.0,0.0
0.6708320842373089,-0.18510548898059254,0.0,0.0,0.0,0.0
0.0,0.0,0.5073559020484677,0.0,0.0,0.0
0.0,0.0,0.4362256860568188,0.0,0.0,0.0
0.0,0.0,0.38980517278949095,0.0,0.0,0.0
0.0,0.0,0.05966428219430201,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.2106274188176988,-0.18510548898059254,0.0,0.6148592023577544,0.0,0.0
0.2106274188176988,-0.18510548898059254,0.0,0.5,0.0,0.0
0.20853923324406376,-0.18510548898059254,0.0,0.5,0.0,0.0
0.21080136771382252,-0.18510548898059254,0.0,0.5,0.0,0.0
0.0,-0.4814941680423717,0.0,0.5,0.0,0.5159280214719234
0.0,0.018505831957628283,-0.44033571780569797,0.0,0.0,1.0186885916006811
0.0,0.018505831957628283,-0.44033571780569797,0.0,0.0,1.0159280214719235
0.0,0.018505831957628283,-0.44033571780569797,0.0,0.0,0.8880045686687785
0.0,0.018505831957628283,-0.44033571780569797,0.0,0.0,0.5
0.0,0.0,0.0,0.0,0.4176037281086824,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5114285621395029,0.0
0.0,0.5,-0.44033571780569797,0.0,0.0,0.0
0.0,0.5185058319576283,-0.44033571780569797,0.0,0.0,0.0
0.0,0.5,-0.05578944212315523,0.0,0.0,0.0
0.0,0.8148945110194075,-0.44033571780569797,0.0,0.0,0.0
0.0,0.018505831957628283,-0.44033571780569797,0.5,0.0,0.38800456866877847
0.0,0.0,0.0,0.0,0.4176037281086824,0.0
0.0,0.018505831957628283,-0.44033571780569797,0.8984388843047604,0.0,0.5186885916006811
0.0,0.018505831957628283,-0.44033571780569797,0.5,0.0,0.5186885916006811
0.6708320842373089,0.31489451101940746,-0.44033571780569797,0.0,0.0,0.0
0.7085392332440638,0.31489451101940746,-0.44033571780569797,0.0,0.0,0.0
0.7106274188176989,0.31489451101940746,-0.44033571780569797,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5114285621395029,0.0
0.5,0.0,-0.006016866583427705,0.0,0.0,0.0
0.7108013677138225,0.31489451101940746,-0.44033571780569797,0.0,0.0,0.0
0.5923969469276178,0.31489451101940746,-0.44033571780569797,0.0,0.0,0.0
0.5492291286413453,0.31489451101940746,-0.44033571780569797,0.0,0.0,0.0
0.5,0.31489451101940746,-0.44033571780569797,0.0,0.0,0.0
0.5,0.0,-0.05578944212315523,0.0,0.0,0.0
0.5647772198833105,0.31489451101940746,-0.44033571780569797,0.0,0.0,0.0
0.0,0.0,0.5114285621395029,0.0,0.0,0.0
0.0,0.0,0.4939831334165723,0.0,0.0,0.0
0.0,0.0,0.44421055787684477,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.05966428219430201,0.0,0.0,0.0
0.2106274188176988,0.31489451101940746,-0.44033571780569797,0.6148592023577544,0.0,0.0
0.2106274188176988,0.31489451101940746,-0.44033571780569797,0.5,0.0,0.0
0.20853923324406376,0.31489451101940746,-0.44033571780569797,0.5,0.0,0.0
0.21080136771382252,0.31489451101940746,-0.44033571780569797,0.5,0.0,0.0
0.0,0.018505831957628283,-0.44033571780569797,0.5,0.0,0.5159280214719234
0.0,0.0,0.0,0.0,0.0,0.15528022708882372
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.3630330469491192
0.0,0.0,0.0,0.0,0.0,0.5159280214719234
0.0,0.0,0.0,0.23073945691135989,0.5,0.0
0.0,-0.4814941680423717,0.05966428219430203,0.0,0.5,0.5159280214719234
0.596158326079004,0.0,0.0,-0.09251790592473269,0.5,0.0
0.0,0.018505831957628303,0.0,0.0,0.0,0.5159280214719234
0.0,0.0,0.0,0.0,0.0,0.5159280214719234
0.2269711537685679,0.5,0.0,-0.09251790592473269,0.0,0.0
0.2106274188176988,0.5,0.0,-0.09251790592473269,0.0,0.0
0.0,0.0,0.0,0.3630330469491192,0.0,0.0
0.0,0.0,0.0,0.7307394569113599,0.0,0.0
0.0,0.0,0.0,0.42211906494783846,0.0,0.0
0.5607611119856831,0.0,0.0,-0.08483282426964939,0.0,0.0
0.5,0.0,0.0,-0.08483282426964939,0.0,0.0
0.5,0.0,0.0,-0.09251790592473269,0.0,0.0
1.096158326079004,0.0,0.0,-0.09251790592473269,0.0,0.0
0.6640263778112498,0.0,0.0,-0.08483282426964939,0.0,0.0
0.6695583765293578,0.0,0.0,-0.09251790592473269,0.0,0.0
0.7106274188176989,0.0,0.0,-0.09251790592473269,0.0,0.0
0.6746708340735373,0.0,0.0,-0.09251790592473269,0.0,0.0
0.7269711537685679,0.0,0.0,-0.09251790592473269,0.0,0.0
0.6944025015858274,0.0,0.0,-0.09251790592473269,0.0,0.0
0.5,0.0,0.0,-0.01539156922841406,0.0,0.0
0.596158326079004,0.0,0.5,-0.09251790592473269,0.0,0.0
0.16402637781124985,0.0,0.5,-0.08483282426964939,0.0,0.0
0.2269711537685679,0.0,0.5,-0.09251790592473269,0.0,0.0
0.0,-0.4814941680423717,0.559664282194302,0.0,0.0,0.5159280214719234
0.0,-0.4814941680423717,0.5,0.0,0.0,0.5159280214719234
0.0,0.0,0.0,0.30019181177826626,0.0,0.0
0.0,0.0,0.0,0.4074820940752673,0.0,0.0
0.0,0.0,0.0,0.4151671757303506,0.0,0.0
0.0,0.0,0.0,0.48460843077158594,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.15528022708882372
0.22697115376856797,0.0,0.0,0.05278426490051502,0.0,0.5
0.22697115376856797,0.0,0.0,-0.09251790592473269,0.0,0.5
0.0,-0.12324330348933377,0.0,0.0,0.0,0.8880045686687785
0.0,-0.12324330348933377,0.0,0.0,0.0,0.5
0.3714133107410022,0.0,0.0,0.0,0.4008782054538414,0.0
0.0,0.0,-0.05578944212315523,0.0,0.5,0.0
0.3714133107410022,0.0,0.0,0.0,0.0,0.0
0.0,0.5,-0.11019482721050905,0.0,0.0,0.0
0.0,0.37675669651066623,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08153131342917952,0.0,0.0,0.0,0.0
0.0,-0.12324330348933377,0.0,0.5,0.0,0.38800456866877847
0.3714133107410022,0.0,0.0,0.5,-0.0991217945461586,0.0
0.18554821843663896,0.0,0.0,0.6523006380962494,0.0,0.0
0.22697115376856797,0.0,0.0,0.552784264900515,0.0,0.0
0.22109216451352473,0.0,0.0,0.0,0.0,0.0
0.22697115376856797,0.0,0.0,0.0,0.0,0.0
0.3714133107410022,0.0,0.0,0.0,0.0,0.0
0.07363437381036134,0.0,0.0,0.0,0.0,0.0
0.18554821843663896,0.0,0.0,0.0,0.0,0.0
0.06527726579104505,0.0,0.0,0.0,0.0,0.0
0.08153131342917952,0.0,0.0,0.0,0.0,0.0
0.05890973083164081,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0348725426578905,0.0,0.0,0.0,0.0,0.0
0.16632562428756142,0.0,0.0,0.0,0.0,0.0
0.3714133107410022,0.0,0.0,0.0,0.0,0.0
0.07363437381036134,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.44421055787684477,0.0,0.0,0.0
0.0,0.0,0.38980517278949095,0.0,0.0,0.0
0.22697115376856797,0.0,0.0,0.11485920235775442,0.0,0.0
0.22697115376856797,0.0,0.0,0.0,0.0,0.0
0.22109216451352473,0.0,0.0,0.0,0.0,0.0
0.18554821843663896,0.0,0.0,0.0,0.0,0.0
0.22697115376856797,0.0,0.0,0.4074820940752673,0.0,0.0
0.0,0.0,0.0,0.5785642932098731,-0.0991217945461586,0.5
0.09615832607900399,0.0,0.0,0.4074820940752673,0.0,0.5
0.0,0.0,0.0,0.37680060357115974,-0.0991217945461586,0.5
0.0,-0.4814941680423717,0.5073559020484677,0.0,0.0,0.5
0.0,0.0,0.0,0.0,0.4008782054538414,0.0
0.0,0.0,0.5114285621395029,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5073559020484677,0.0,0.0,0.0
0.0,0.018505831957628303,0.5073559020484677,0.0,0.0,0.0
0.0,0.0,0.3714133107410023,0.0,0.0,0.0
-0.08529945336028266,0.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8768006035711597,-0.0991217945461586,0.0
0.0,0.0,0.0,0.5,-0.0991217945461586,0.0
0.0,0.0,0.0,1.0956825529099259,-0.0991217945461586,0.0
0.0,0.0,0.0,1.0785642932098731,-0.0991217945461586,0.0
0.5296722627932378,0.0,0.0,0.0,0.0,0.0
0.589018651867877,0.0,0.0,0.0,0.0,0.0
0.596158326079004,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42557893062641083,0.0,0.0,0.0
0.42697304035930866,0.0,0.0,0.0,0.0,0.0
0.4317810853652169,0.0,0.0,0.0,0.0,0.0
0.41470054663971734,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3714133107410023,0.0,0.0,0.0
0.4057069433726312,0.0,0.0,0.0,0.0,0.0
0.525741672833286,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.42557893062641083,0.0,0.0,0.0
0.0,0.0,0.3714133107410023,0.0,0.0,0.0
0.0,0.0,0.5114285621395029,0.0,0.0,0.0
0.0,0.0,0.5073559020484677,0.0,0.0,0.0
0.09615832607900399,0.0,0.0,0.6148592023577544,0.0,0.0
0.09615832607900399,0.0,0.0,0.5,0.0,0.0
0.08901865186787705,0.0,0.0,0.5,0.0,0.0
0.02574167283328599,0.0,0.0,0.5,0.0,0.0
0.09615832607900399,0.0,0.0,0.9074820940752673,0.0,0.0
0.17192047441991595,0.0,0.0,0.05278426490051502,0.0,0.5
0.16402637781124987,0.0,0.0,-0.08483282426964944,0.0,0.5
0.1230862304916964,-0.1994671339693595,0.0,0.0,0.0,0.8880045686687785
0.1230862304916964,-0.1994671339693595,0.0,0.0,0.0,0.5
0.42557893062641083,0.0,0.0,0.0,0.4008782054538414,0.0
0.0,0.0,-0.006016866583427705,0.0,0.5,0.0
0.42557893062641083,0.0,0.0,0.0,0.0,0.0
0.0,0.5,-0.06377431394318123,0.0,0.0,0.0
0.1230862304916964,0.3005328660306405,0.0,0.0,0.0,0.0
0.0,0.5,-0.42636562618963847,0.0,0.0,0.0
0.1230862304916964,0.0,0.0,0.0,0.0,0.0
0.1230862304916964,-0.1994671339693595,0.0,0.5,0.0,0.38800456866877847
0.42557893062641083,0.0,0.0,0.5,-0.0991217945461586,0.0
0.1129721959373356,0.0,0.0,0.6523006380962494,0.0,0.0
0.10409782933616377,0.0,0.0,0.0,0.0,0.0
0.16402637781124987,0.0,0.0,0.0,0.0,0.0
0.17192047441991595,0.0,0.0,0.0,0.0,0.0
0.42557893062641083,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.031372173134086634,0.0,0.0,0.0,0.0,0.0
0.1230862304916964,0.0,0.0,0.0,0.0,0.0
0.07756287784448392,0.0,0.0,0.0,0.0,0.0
0.0736343738103615,0.0,0.0,0.0,0.0,0.0
0.060858122178785695,0.0,0.0,0.0,0.0,0.0
0.1129721959373356,0.0,0.0,0.0,0.0,0.0
0.42557893062641083,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0736343738103615,0.0,0.0,0.0
0.0,0.0,0.4939831334165723,0.0,0.0,0.0
0.0,0.0,0.4362256860568188,0.0,0.0,0.0
0.17192047441991595,0.0,0.0,0.11485920235775442,0.0,0.0
0.17192047441991595,0.0,0.0,0.0,0.0,0.0
0.16402637781124987,0.0,0.0,0.0,0.0,0.0
0.1129721959373356,0.0,0.0,0.0,0.0,0.0
0.16402637781124987,0.0,0.0,0.41516717573035056,0.0,0.0
0.17192047441991595,0.0,0.0,0.552784264900515,0.0,0.0
